assay_component_name	technological_target_type_sub	chnm	casn	stkc	stkc_unit	apid	rowi	coli	wllt	wllq	conc	rval	srcf
CEETOX_H295R_ESTRADIOL	Estradiol	CP-671305	445295-04-5	100	mM	26Mar2014.Plate.12	4	9	t	1	11.11111111	0.25	2900-100644 TO3 DR 26Mar2014 Plate 12_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	CP-671305	445295-04-5	100	mM	26Mar2014.Plate.12	4	8	t	1	11.11111111	0.27	2900-100644 TO3 DR 26Mar2014 Plate 12_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	CP-671305	445295-04-5	100	mM	26Mar2014.Plate.12	3	8	t	1	33.33333333	0.27	2900-100644 TO3 DR 26Mar2014 Plate 12_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	CP-671305	445295-04-5	100	mM	26Mar2014.Plate.12	3	9	t	1	33.33333333	0.25	2900-100644 TO3 DR 26Mar2014 Plate 12_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	CP-671305	445295-04-5	100	mM	26Mar2014.Plate.12	2	8	t	1	100	0.31	2900-100644 TO3 DR 26Mar2014 Plate 12_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	CP-671305	445295-04-5	100	mM	26Mar2014.Plate.12	2	9	t	1	100	0.29	2900-100644 TO3 DR 26Mar2014 Plate 12_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cybutryne	28159-98-0	100	mM	10Jun2015.Plate.19	7	10	t	1	0.411666667	0.18	2900-TO3 165 DR 10Jun2015 Plate 19A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cybutryne	28159-98-0	100	mM	10Jun2015.Plate.19	7	11	t	1	0.411666667	0.2	2900-TO3 165 DR 10Jun2015 Plate 19A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cybutryne	28159-98-0	100	mM	10Jun2015.Plate.19	6	10	t	1	1.234666667	0.2	2900-TO3 165 DR 10Jun2015 Plate 19A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cybutryne	28159-98-0	100	mM	10Jun2015.Plate.19	6	11	t	1	1.234666667	0.25	2900-TO3 165 DR 10Jun2015 Plate 19A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cybutryne	28159-98-0	100	mM	10Jun2015.Plate.19	5	11	t	1	3.703666667	0.29	2900-TO3 165 DR 10Jun2015 Plate 19A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cybutryne	28159-98-0	100	mM	10Jun2015.Plate.19	5	10	t	1	3.703666667	0.3	2900-TO3 165 DR 10Jun2015 Plate 19A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cybutryne	28159-98-0	100	mM	10Jun2015.Plate.19	4	11	t	1	11.111	0.34	2900-TO3 165 DR 10Jun2015 Plate 19A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cybutryne	28159-98-0	100	mM	10Jun2015.Plate.19	4	10	t	1	11.111	0.4	2900-TO3 165 DR 10Jun2015 Plate 19A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cybutryne	28159-98-0	100	mM	10Jun2015.Plate.19	3	10	t	1	33.33333333	0.35	2900-TO3 165 DR 10Jun2015 Plate 19A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cybutryne	28159-98-0	100	mM	10Jun2015.Plate.19	3	11	t	1	33.33333333	0.41	2900-TO3 165 DR 10Jun2015 Plate 19A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cybutryne	28159-98-0	100	mM	10Jun2015.Plate.19	2	10	t	1	100	0.26	2900-TO3 165 DR 10Jun2015 Plate 19A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cybutryne	28159-98-0	100	mM	10Jun2015.Plate.19	2	11	t	1	100	0.29	2900-TO3 165 DR 10Jun2015 Plate 19A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cycloate	1134-23-2	100	mM	20130320.Plate.13	7	10	t	1	0.411522634	0.157	DH_ToxCast_1 CR 20130320 Plate 13.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cycloate	1134-23-2	100	mM	20130320.Plate.13	7	11	t	1	0.411522634	0.176	DH_ToxCast_1 CR 20130320 Plate 13.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cycloate	1134-23-2	100	mM	20130320.Plate.13	6	11	t	1	1.234567901	0.196	DH_ToxCast_1 CR 20130320 Plate 13.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cycloate	1134-23-2	100	mM	20130320.Plate.13	6	10	t	1	1.234567901	0.207	DH_ToxCast_1 CR 20130320 Plate 13.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cycloate	1134-23-2	100	mM	20130320.Plate.13	5	11	t	1	3.703703704	0.209	DH_ToxCast_1 CR 20130320 Plate 13.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cycloate	1134-23-2	100	mM	20130320.Plate.13	5	10	t	1	3.703703704	0.219	DH_ToxCast_1 CR 20130320 Plate 13.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cycloate	1134-23-2	100	mM	20130320.Plate.13	4	11	t	1	11.11111111	0.231	DH_ToxCast_1 CR 20130320 Plate 13.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cycloate	1134-23-2	100	mM	20130320.Plate.13	4	10	t	1	11.11111111	0.236	DH_ToxCast_1 CR 20130320 Plate 13.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cycloate	1134-23-2	100	mM	20130320.Plate.13	3	10	t	1	33.33333333	0.235	DH_ToxCast_1 CR 20130320 Plate 13.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cycloate	1134-23-2	100	mM	20130320.Plate.13	3	11	t	1	33.33333333	0.211	DH_ToxCast_1 CR 20130320 Plate 13.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cycloate	1134-23-2	100	mM	20130320.Plate.13	2	10	t	1	100	0.323	DH_ToxCast_1 CR 20130320 Plate 13.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cycloate	1134-23-2	100	mM	20130320.Plate.13	2	11	t	1	100	0.299	DH_ToxCast_1 CR 20130320 Plate 13.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyfluthrin	68359-37-5	100	mM	26Mar2014.Plate.8	7	4	t	1	0.411522634	0.1	2900-100644 TO3 DR 26Mar2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyfluthrin	68359-37-5	100	mM	26Mar2014.Plate.8	7	5	t	1	0.411522634	0.08	2900-100644 TO3 DR 26Mar2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyfluthrin	68359-37-5	100	mM	26Mar2014.Plate.8	6	5	t	1	1.234567901	0.08	2900-100644 TO3 DR 26Mar2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyfluthrin	68359-37-5	100	mM	26Mar2014.Plate.8	6	4	t	1	1.234567901	0.07	2900-100644 TO3 DR 26Mar2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyfluthrin	68359-37-5	100	mM	26Mar2014.Plate.8	5	4	t	1	3.703703704	0.09	2900-100644 TO3 DR 26Mar2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyfluthrin	68359-37-5	100	mM	26Mar2014.Plate.8	5	5	t	1	3.703703704	0.11	2900-100644 TO3 DR 26Mar2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyfluthrin	68359-37-5	100	mM	26Mar2014.Plate.8	4	4	t	1	11.11111111	0.13	2900-100644 TO3 DR 26Mar2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyfluthrin	68359-37-5	100	mM	26Mar2014.Plate.8	4	5	t	1	11.11111111	0.13	2900-100644 TO3 DR 26Mar2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyfluthrin	68359-37-5	100	mM	26Mar2014.Plate.8	3	4	t	1	33.33333333	0.19	2900-100644 TO3 DR 26Mar2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyfluthrin	68359-37-5	100	mM	26Mar2014.Plate.8	3	5	t	1	33.33333333	0.15	2900-100644 TO3 DR 26Mar2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyfluthrin	68359-37-5	100	mM	26Mar2014.Plate.8	2	4	t	1	100	0.23	2900-100644 TO3 DR 26Mar2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyfluthrin	68359-37-5	100	mM	26Mar2014.Plate.8	2	5	t	1	100	0.19	2900-100644 TO3 DR 26Mar2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyproconazole	94361-06-5	100	mM	20130320.Plate.5	7	4	t	1	0.041152263	0.147	DH_ToxCast_1 CR 20130320 Plate 5.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyproconazole	94361-06-5	100	mM	20130320.Plate.5	7	5	t	1	0.041152263	0.135	DH_ToxCast_1 CR 20130320 Plate 5.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyproconazole	94361-06-5	100	mM	20130320.Plate.5	6	4	t	1	0.12345679	0.148	DH_ToxCast_1 CR 20130320 Plate 5.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyproconazole	94361-06-5	100	mM	20130320.Plate.5	6	5	t	1	0.12345679	0.154	DH_ToxCast_1 CR 20130320 Plate 5.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyproconazole	94361-06-5	100	mM	20130320.Plate.5	5	5	t	1	0.37037037	0.098	DH_ToxCast_1 CR 20130320 Plate 5.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyproconazole	94361-06-5	100	mM	20130320.Plate.5	5	4	t	1	0.37037037	0.155	DH_ToxCast_1 CR 20130320 Plate 5.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyproconazole	94361-06-5	100	mM	20130320.Plate.5	4	4	t	1	1.111111111	0.115	DH_ToxCast_1 CR 20130320 Plate 5.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyproconazole	94361-06-5	100	mM	20130320.Plate.5	4	5	t	1	1.111111111	0.096	DH_ToxCast_1 CR 20130320 Plate 5.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyproconazole	94361-06-5	100	mM	20130320.Plate.5	3	4	t	1	3.333333333	0.08	DH_ToxCast_1 CR 20130320 Plate 5.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyproconazole	94361-06-5	100	mM	20130320.Plate.5	3	5	t	1	3.333333333	0.064	DH_ToxCast_1 CR 20130320 Plate 5.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyproconazole	94361-06-5	100	mM	20130320.Plate.5	2	4	t	1	10	0.026	DH_ToxCast_1 CR 20130320 Plate 5.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Cyproconazole	94361-06-5	100	mM	20130320.Plate.5	2	5	t	1	10	0.038	DH_ToxCast_1 CR 20130320 Plate 5.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deethylatrazine	6190-65-4	100	mM	09Apr2014.Plate.29	7	6	t	1	0.411522634	0.51	2900-100644 TO3 DR 09Apr2014 Plate 29_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deethylatrazine	6190-65-4	100	mM	09Apr2014.Plate.29	7	7	t	1	0.411522634	0.5	2900-100644 TO3 DR 09Apr2014 Plate 29_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deethylatrazine	6190-65-4	100	mM	09Apr2014.Plate.29	6	6	t	1	1.234567901	0.49	2900-100644 TO3 DR 09Apr2014 Plate 29_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deethylatrazine	6190-65-4	100	mM	09Apr2014.Plate.29	6	7	t	1	1.234567901	0.48	2900-100644 TO3 DR 09Apr2014 Plate 29_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deethylatrazine	6190-65-4	100	mM	09Apr2014.Plate.29	5	6	t	1	3.703703704	0.67	2900-100644 TO3 DR 09Apr2014 Plate 29_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deethylatrazine	6190-65-4	100	mM	09Apr2014.Plate.29	5	7	t	1	3.703703704	0.59	2900-100644 TO3 DR 09Apr2014 Plate 29_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deethylatrazine	6190-65-4	100	mM	09Apr2014.Plate.29	4	6	t	1	11.11111111	0.61	2900-100644 TO3 DR 09Apr2014 Plate 29_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deethylatrazine	6190-65-4	100	mM	09Apr2014.Plate.29	4	7	t	1	11.11111111	0.59	2900-100644 TO3 DR 09Apr2014 Plate 29_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deethylatrazine	6190-65-4	100	mM	09Apr2014.Plate.29	3	6	t	1	33.33333333	0.95	2900-100644 TO3 DR 09Apr2014 Plate 29_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deethylatrazine	6190-65-4	100	mM	09Apr2014.Plate.29	3	7	t	1	33.33333333	0.99	2900-100644 TO3 DR 09Apr2014 Plate 29_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deethylatrazine	6190-65-4	100	mM	09Apr2014.Plate.29	2	6	t	1	100	1.07	2900-100644 TO3 DR 09Apr2014 Plate 29_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deethylatrazine	6190-65-4	100	mM	09Apr2014.Plate.29	2	7	t	1	100	0.89	2900-100644 TO3 DR 09Apr2014 Plate 29_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	20130320.Plate.1	7	8	t	1	0.411522634	0.131	DH_ToxCast_1 CR 20130320 Plate 1.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	26Mar2014.Plate.1	7	6	t	1	0.411522634	0.11	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	26Mar2014.Plate.1	7	7	t	1	0.411522634	0.11	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	20130320.Plate.1	7	9	t	1	0.411522634	0.116	DH_ToxCast_1 CR 20130320 Plate 1.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	20130320.Plate.1	6	8	t	1	1.234567901	0.151	DH_ToxCast_1 CR 20130320 Plate 1.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	26Mar2014.Plate.1	6	7	t	1	1.234567901	0.1	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	20130320.Plate.1	6	9	t	1	1.234567901	0.166	DH_ToxCast_1 CR 20130320 Plate 1.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	26Mar2014.Plate.1	6	6	t	1	1.234567901	0.11	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	26Mar2014.Plate.1	5	6	t	1	3.703703704	0.12	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	20130320.Plate.1	5	8	t	1	3.703703704	0.173	DH_ToxCast_1 CR 20130320 Plate 1.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	26Mar2014.Plate.1	5	7	t	1	3.703703704	0.11	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	20130320.Plate.1	5	9	t	1	3.703703704	0.173	DH_ToxCast_1 CR 20130320 Plate 1.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	26Mar2014.Plate.1	4	7	t	1	11.11111111	0.14	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	20130320.Plate.1	4	9	t	1	11.11111111	0.196	DH_ToxCast_1 CR 20130320 Plate 1.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	26Mar2014.Plate.1	4	6	t	1	11.11111111	0.16	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	20130320.Plate.1	4	8	t	1	11.11111111	0.211	DH_ToxCast_1 CR 20130320 Plate 1.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	20130320.Plate.1	3	9	t	1	33.33333333	0.208	DH_ToxCast_1 CR 20130320 Plate 1.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	20130320.Plate.1	3	8	t	1	33.33333333	0.263	DH_ToxCast_1 CR 20130320 Plate 1.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	26Mar2014.Plate.1	3	6	t	1	33.33333333	0.16	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	26Mar2014.Plate.1	3	7	t	1	33.33333333	0.18	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	26Mar2014.Plate.1	2	7	t	1	100	0.25	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	20130320.Plate.1	2	9	t	1	100	0.307	DH_ToxCast_1 CR 20130320 Plate 1.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	26Mar2014.Plate.1	2	6	t	1	100	0.24	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Deisopropylatrazine	1007-28-9	100	mM	20130320.Plate.1	2	8	t	1	100	0.306	DH_ToxCast_1 CR 20130320 Plate 1.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Diazinon	333-41-5	100	mM	20130320.Plate.3	7	8	t	1	0.411522634	0.166	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Diazinon	333-41-5	100	mM	20130320.Plate.3	7	9	t	1	0.411522634	0.147	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Diazinon	333-41-5	100	mM	20130320.Plate.3	6	8	t	1	1.234567901	0.214	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Diazinon	333-41-5	100	mM	20130320.Plate.3	6	9	t	1	1.234567901	0.207	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Diazinon	333-41-5	100	mM	20130320.Plate.3	5	9	t	1	3.703703704	0.256	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Diazinon	333-41-5	100	mM	20130320.Plate.3	5	8	t	1	3.703703704	0.275	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Diazinon	333-41-5	100	mM	20130320.Plate.3	4	9	t	1	11.11111111	0.221	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Diazinon	333-41-5	100	mM	20130320.Plate.3	4	8	t	1	11.11111111	0.213	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Diazinon	333-41-5	100	mM	20130320.Plate.3	3	8	t	1	33.33333333	0.351	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Diazinon	333-41-5	100	mM	20130320.Plate.3	3	9	t	1	33.33333333	0.26	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Diazinon	333-41-5	100	mM	20130320.Plate.3	2	8	t	1	100	0.388	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Diazinon	333-41-5	100	mM	20130320.Plate.3	2	9	t	1	100	0.327	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Dicyclohexylamine	101-83-7	50	mM	09Apr2014.Plate.30	7	9	t	1	0.205761317	0.55	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Dicyclohexylamine	101-83-7	50	mM	09Apr2014.Plate.30	7	8	t	1	0.205761317	0.59	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Dicyclohexylamine	101-83-7	50	mM	09Apr2014.Plate.30	6	9	t	1	0.617283951	0.45	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Dicyclohexylamine	101-83-7	50	mM	09Apr2014.Plate.30	6	8	t	1	0.617283951	0.48	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Dicyclohexylamine	101-83-7	50	mM	09Apr2014.Plate.30	5	8	t	1	1.851851852	0.7	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Dicyclohexylamine	101-83-7	50	mM	09Apr2014.Plate.30	5	9	t	1	1.851851852	0.66	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Dicyclohexylamine	101-83-7	50	mM	09Apr2014.Plate.30	4	8	t	1	5.555555556	0.68	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Dicyclohexylamine	101-83-7	50	mM	09Apr2014.Plate.30	4	9	t	1	5.555555556	0.7	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Dicyclohexylamine	101-83-7	50	mM	09Apr2014.Plate.30	3	8	t	1	16.66666667	0.67	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Dicyclohexylamine	101-83-7	50	mM	09Apr2014.Plate.30	3	9	t	1	16.66666667	0.6	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Dicyclohexylamine	101-83-7	50	mM	09Apr2014.Plate.30	2	8	t	1	50	0.59	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Dicyclohexylamine	101-83-7	50	mM	09Apr2014.Plate.30	2	9	t	1	50	0.53	2900-100644 TO3 DR 09Apr2014 Plate 30_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Difenoconazole	119446-68-3	100	mM	26Mar2014.Plate.3	7	9	t	1	0.004115226	0.1	2900-100644 TO3 DR 26Mar2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Difenoconazole	119446-68-3	100	mM	26Mar2014.Plate.3	7	8	t	1	0.004115226	0.11	2900-100644 TO3 DR 26Mar2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Difenoconazole	119446-68-3	100	mM	26Mar2014.Plate.3	6	8	t	1	0.012345679	0.11	2900-100644 TO3 DR 26Mar2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Difenoconazole	119446-68-3	100	mM	26Mar2014.Plate.3	6	9	t	1	0.012345679	0.09	2900-100644 TO3 DR 26Mar2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Difenoconazole	119446-68-3	100	mM	26Mar2014.Plate.3	5	9	t	1	0.037037037	0.11	2900-100644 TO3 DR 26Mar2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Difenoconazole	119446-68-3	100	mM	26Mar2014.Plate.3	5	8	t	1	0.037037037	0.12	2900-100644 TO3 DR 26Mar2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Difenoconazole	119446-68-3	100	mM	26Mar2014.Plate.3	4	9	t	1	0.111111111	0.13	2900-100644 TO3 DR 26Mar2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Difenoconazole	119446-68-3	100	mM	26Mar2014.Plate.3	4	8	t	1	0.111111111	0.15	2900-100644 TO3 DR 26Mar2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Difenoconazole	119446-68-3	100	mM	26Mar2014.Plate.3	3	8	t	1	0.333333333	0.15	2900-100644 TO3 DR 26Mar2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Difenoconazole	119446-68-3	100	mM	26Mar2014.Plate.3	3	9	t	1	0.333333333	0.15	2900-100644 TO3 DR 26Mar2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Difenoconazole	119446-68-3	100	mM	26Mar2014.Plate.3	2	8	t	1	1	0.16	2900-100644 TO3 DR 26Mar2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Difenoconazole	119446-68-3	100	mM	26Mar2014.Plate.3	2	9	t	1	1	0.17	2900-100644 TO3 DR 26Mar2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Difpas-pyrazole	151506-44-4	20	mM	02Apr2014.Plate.1	7	4	t	1	0.082304527	0.56	2900-100644 TO3 DR 02Apr2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Difpas-pyrazole	151506-44-4	20	mM	02Apr2014.Plate.1	7	5	t	1	0.082304527	0.6	2900-100644 TO3 DR 02Apr2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Difpas-pyrazole	151506-44-4	20	mM	02Apr2014.Plate.1	6	4	t	1	0.24691358	0.66	2900-100644 TO3 DR 02Apr2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Difpas-pyrazole	151506-44-4	20	mM	02Apr2014.Plate.1	6	5	t	1	0.24691358	0.65	2900-100644 TO3 DR 02Apr2014 Plate 1_Cyprotex.csv
