assay_component_name	technological_target_type_sub	chnm	casn	stkc	stkc_unit	apid	rowi	coli	wllt	wllq	conc	rval	srcf
CEETOX_H295R_ESTRADIOL	Estradiol	1,5-Naphthalenediamine	2243-62-1	99.9000015258789	mM	09Apr2014.Plate.3	7	9	t	1	0.041111111	0.38	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	1,5-Naphthalenediamine	2243-62-1	99.9000015258789	mM	09Apr2014.Plate.3	6	9	t	1	0.123333333	0.36	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	1,5-Naphthalenediamine	2243-62-1	99.9000015258789	mM	09Apr2014.Plate.3	6	8	t	1	0.123333333	0.48	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	1,5-Naphthalenediamine	2243-62-1	99.9000015258789	mM	09Apr2014.Plate.3	5	9	t	1	0.37	0.52	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	1,5-Naphthalenediamine	2243-62-1	99.9000015258789	mM	09Apr2014.Plate.3	5	8	t	1	0.37	0.61	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	1,5-Naphthalenediamine	2243-62-1	99.9000015258789	mM	09Apr2014.Plate.3	4	9	t	1	1.11	0.7	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	1,5-Naphthalenediamine	2243-62-1	99.9000015258789	mM	09Apr2014.Plate.3	4	8	t	1	1.11	0.56	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	1,5-Naphthalenediamine	2243-62-1	99.9000015258789	mM	09Apr2014.Plate.3	3	8	t	1	3.33	0.67	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	1,5-Naphthalenediamine	2243-62-1	99.9000015258789	mM	09Apr2014.Plate.3	3	9	t	1	3.33	0.58	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	1,5-Naphthalenediamine	2243-62-1	99.9000015258789	mM	09Apr2014.Plate.3	2	9	t	1	9.99	0.79	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	1,5-Naphthalenediamine	2243-62-1	99.9000015258789	mM	09Apr2014.Plate.3	2	8	t	1	9.99	0.75	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	10-Undecenoic acid	112-38-9	100.0999984741211	mM	26Mar2014.Plate.9	7	11	t	1	0.411934156	0.09	2900-100644 TO3 DR 26Mar2014 Plate 9_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	10-Undecenoic acid	112-38-9	100.0999984741211	mM	26Mar2014.Plate.9	7	10	t	1	0.411934156	0.1	2900-100644 TO3 DR 26Mar2014 Plate 9_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	10-Undecenoic acid	112-38-9	100.0999984741211	mM	26Mar2014.Plate.9	6	11	t	1	1.235802469	0.07	2900-100644 TO3 DR 26Mar2014 Plate 9_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	10-Undecenoic acid	112-38-9	100.0999984741211	mM	26Mar2014.Plate.9	6	10	t	1	1.235802469	0.09	2900-100644 TO3 DR 26Mar2014 Plate 9_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	10-Undecenoic acid	112-38-9	100.0999984741211	mM	26Mar2014.Plate.9	5	10	t	1	3.707407407	0.09	2900-100644 TO3 DR 26Mar2014 Plate 9_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	10-Undecenoic acid	112-38-9	100.0999984741211	mM	26Mar2014.Plate.9	5	11	t	1	3.707407407	0.08	2900-100644 TO3 DR 26Mar2014 Plate 9_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	10-Undecenoic acid	112-38-9	100.0999984741211	mM	26Mar2014.Plate.9	4	10	t	1	11.12222222	0.14	2900-100644 TO3 DR 26Mar2014 Plate 9_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	10-Undecenoic acid	112-38-9	100.0999984741211	mM	26Mar2014.Plate.9	4	11	t	1	11.12222222	0.12	2900-100644 TO3 DR 26Mar2014 Plate 9_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	10-Undecenoic acid	112-38-9	100.0999984741211	mM	26Mar2014.Plate.9	3	10	t	1	33.36666667	0.16	2900-100644 TO3 DR 26Mar2014 Plate 9_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	10-Undecenoic acid	112-38-9	100.0999984741211	mM	26Mar2014.Plate.9	3	11	t	1	33.36666667	0.13	2900-100644 TO3 DR 26Mar2014 Plate 9_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	10-Undecenoic acid	112-38-9	100.0999984741211	mM	26Mar2014.Plate.9	2	11	t	1	100.1	0.19	2900-100644 TO3 DR 26Mar2014 Plate 9_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	10-Undecenoic acid	112-38-9	100.0999984741211	mM	26Mar2014.Plate.9	2	10	t	1	100.1	0.18	2900-100644 TO3 DR 26Mar2014 Plate 9_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	02Apr2014.Plate.26	7	4	t	1	0.041193416	1.54	2900-100644 TO3 DR 02Apr2014 Plate 26_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	10Jun2015.Plate.15	7	10	t	1	0.041193416	4.83	2900-TO3 165 DR 10Jun2015 Plate 15A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	10Jun2015.Plate.15	7	11	t	1	0.041193416	4.65	2900-TO3 165 DR 10Jun2015 Plate 15A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	02Apr2014.Plate.26	6	5	t	1	0.123580247	8	2900-100644 TO3 DR 02Apr2014 Plate 26_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	02Apr2014.Plate.26	6	4	t	1	0.123580247	6.95	2900-100644 TO3 DR 02Apr2014 Plate 26_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	10Jun2015.Plate.15	6	11	t	1	0.123580247	15.68	2900-TO3 165 DR 10Jun2015 Plate 15A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	10Jun2015.Plate.15	6	10	t	1	0.123580247	15.22	2900-TO3 165 DR 10Jun2015 Plate 15A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	02Apr2014.Plate.26	5	4	t	1	0.370666667	19	2900-100644 TO3 DR 02Apr2014 Plate 26_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	10Jun2015.Plate.15	5	10	t	1	0.370666667	51.92	2900-TO3 165 DR 10Jun2015 Plate 15A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	02Apr2014.Plate.26	5	5	t	1	0.370666667	22.35	2900-100644 TO3 DR 02Apr2014 Plate 26_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	10Jun2015.Plate.15	5	11	t	1	0.370666667	51.05	2900-TO3 165 DR 10Jun2015 Plate 15A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	10Jun2015.Plate.15	4	10	t	1	1.112222222	140.05	2900-TO3 165 DR 10Jun2015 Plate 15A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	02Apr2014.Plate.26	4	5	t	1	1.112222222	82.12	2900-100644 TO3 DR 02Apr2014 Plate 26_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	10Jun2015.Plate.15	4	11	t	1	1.112222222	144.38	2900-TO3 165 DR 10Jun2015 Plate 15A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	02Apr2014.Plate.26	4	4	t	1	1.112222222	70.76	2900-100644 TO3 DR 02Apr2014 Plate 26_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	10Jun2015.Plate.15	3	11	t	1	3.336666667	497.07	2900-TO3 165 DR 10Jun2015 Plate 15A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	10Jun2015.Plate.15	3	10	t	1	3.336666667	495.02	2900-TO3 165 DR 10Jun2015 Plate 15A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	02Apr2014.Plate.26	3	4	t	1	3.336666667	251.19	2900-100644 TO3 DR 02Apr2014 Plate 26_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	02Apr2014.Plate.26	3	5	t	1	3.336666667	272.45	2900-100644 TO3 DR 02Apr2014 Plate 26_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	10Jun2015.Plate.15	2	10	t	1	10.01	1433.06	2900-TO3 165 DR 10Jun2015 Plate 15A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	10Jun2015.Plate.15	2	11	t	1	10.01	1328.78	2900-TO3 165 DR 10Jun2015 Plate 15A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	02Apr2014.Plate.26	2	4	t	1	10.01	656.1	2900-100644 TO3 DR 02Apr2014 Plate 26_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Estradiol	57-91-0	100.0999984741211	mM	02Apr2014.Plate.26	2	5	t	1	10.01	750.36	2900-100644 TO3 DR 02Apr2014 Plate 26_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Ethinylestradiol	57-63-6	100	mM	02Apr2014.Plate.5	7	9	t	1	0.004115226	0.55	2900-100644 TO3 DR 02Apr2014 Plate 5_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Ethinylestradiol	57-63-6	100	mM	02Apr2014.Plate.5	7	8	t	1	0.004115226	0.53	2900-100644 TO3 DR 02Apr2014 Plate 5_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Ethinylestradiol	57-63-6	100	mM	02Apr2014.Plate.5	6	9	t	1	0.012345679	0.6	2900-100644 TO3 DR 02Apr2014 Plate 5_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Ethinylestradiol	57-63-6	100	mM	02Apr2014.Plate.5	6	8	t	1	0.012345679	0.65	2900-100644 TO3 DR 02Apr2014 Plate 5_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Ethinylestradiol	57-63-6	100	mM	02Apr2014.Plate.5	5	9	t	1	0.037037037	0.6	2900-100644 TO3 DR 02Apr2014 Plate 5_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Ethinylestradiol	57-63-6	100	mM	02Apr2014.Plate.5	5	8	t	1	0.037037037	0.58	2900-100644 TO3 DR 02Apr2014 Plate 5_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Ethinylestradiol	57-63-6	100	mM	02Apr2014.Plate.5	4	9	t	1	0.111111111	0.55	2900-100644 TO3 DR 02Apr2014 Plate 5_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Ethinylestradiol	57-63-6	100	mM	02Apr2014.Plate.5	4	8	t	1	0.111111111	0.51	2900-100644 TO3 DR 02Apr2014 Plate 5_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Ethinylestradiol	57-63-6	100	mM	02Apr2014.Plate.5	3	8	t	1	0.333333333	0.65	2900-100644 TO3 DR 02Apr2014 Plate 5_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Ethinylestradiol	57-63-6	100	mM	02Apr2014.Plate.5	3	9	t	1	0.333333333	0.6	2900-100644 TO3 DR 02Apr2014 Plate 5_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Ethinylestradiol	57-63-6	100	mM	02Apr2014.Plate.5	2	8	t	1	1	0.83	2900-100644 TO3 DR 02Apr2014 Plate 5_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17alpha-Ethinylestradiol	57-63-6	100	mM	02Apr2014.Plate.5	2	9	t	1	1	0.85	2900-100644 TO3 DR 02Apr2014 Plate 5_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	02Apr2014.Plate.17	7	4	t	1	0.041	2.35	2900-100644 TO3 DR 02Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	10Jun2015.Plate.12	7	11	t	1	0.041	3.62	2900-TO3 165 DR 10Jun2015 Plate 12A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	02Apr2014.Plate.17	7	5	t	1	0.041	2.9	2900-100644 TO3 DR 02Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	10Jun2015.Plate.12	7	10	t	1	0.041	3.7	2900-TO3 165 DR 10Jun2015 Plate 12A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	10Jun2015.Plate.12	6	11	t	1	0.123333333	13.71	2900-TO3 165 DR 10Jun2015 Plate 12A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	02Apr2014.Plate.17	6	4	t	1	0.123333333	5.57	2900-100644 TO3 DR 02Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	10Jun2015.Plate.12	6	10	t	1	0.123333333	13.98	2900-TO3 165 DR 10Jun2015 Plate 12A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	02Apr2014.Plate.17	6	5	t	1	0.123333333	6.63	2900-100644 TO3 DR 02Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	02Apr2014.Plate.17	5	4	t	1	0.37	16.16	2900-100644 TO3 DR 02Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	10Jun2015.Plate.12	5	10	t	1	0.37	36.29	2900-TO3 165 DR 10Jun2015 Plate 12A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	02Apr2014.Plate.17	5	5	t	1	0.37	18	2900-100644 TO3 DR 02Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	10Jun2015.Plate.12	5	11	t	1	0.37	34.93	2900-TO3 165 DR 10Jun2015 Plate 12A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	10Jun2015.Plate.12	4	10	t	1	1.11	149.19	2900-TO3 165 DR 10Jun2015 Plate 12A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	02Apr2014.Plate.17	4	5	t	1	1.11	60.9	2900-100644 TO3 DR 02Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	10Jun2015.Plate.12	4	11	t	1	1.11	121.42	2900-TO3 165 DR 10Jun2015 Plate 12A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	02Apr2014.Plate.17	4	4	t	1	1.11	57.28	2900-100644 TO3 DR 02Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	02Apr2014.Plate.17	3	5	t	1	3.33	190.35	2900-100644 TO3 DR 02Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	10Jun2015.Plate.12	3	11	t	1	3.33	414.75	2900-TO3 165 DR 10Jun2015 Plate 12A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	02Apr2014.Plate.17	3	4	t	1	3.33	180.05	2900-100644 TO3 DR 02Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	10Jun2015.Plate.12	3	10	t	1	3.33	428.72	2900-TO3 165 DR 10Jun2015 Plate 12A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	02Apr2014.Plate.17	2	4	t	1	9.99	540.45	2900-100644 TO3 DR 02Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	02Apr2014.Plate.17	2	5	t	1	9.99	567.78	2900-100644 TO3 DR 02Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	10Jun2015.Plate.12	2	11	t	1	9.99	1176.92	2900-TO3 165 DR 10Jun2015 Plate 12A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	17beta-Estradiol	50-28-2	99.9000015258789	mM	10Jun2015.Plate.12	2	10	t	1	9.99	1193.31	2900-TO3 165 DR 10Jun2015 Plate 12A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-(3-Phenylpropyl)pyridine	2110-18-1	100	mM	09Apr2014.Plate.17	7	5	t	1	0.411522634	0.55	2900-100644 TO3 DR 09Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-(3-Phenylpropyl)pyridine	2110-18-1	100	mM	09Apr2014.Plate.17	7	4	t	1	0.411522634	0.58	2900-100644 TO3 DR 09Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-(3-Phenylpropyl)pyridine	2110-18-1	100	mM	09Apr2014.Plate.17	6	4	t	1	1.234567901	0.6	2900-100644 TO3 DR 09Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-(3-Phenylpropyl)pyridine	2110-18-1	100	mM	09Apr2014.Plate.17	6	5	t	1	1.234567901	0.6	2900-100644 TO3 DR 09Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-(3-Phenylpropyl)pyridine	2110-18-1	100	mM	09Apr2014.Plate.17	5	5	t	1	3.703703704	0.59	2900-100644 TO3 DR 09Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-(3-Phenylpropyl)pyridine	2110-18-1	100	mM	09Apr2014.Plate.17	5	4	t	1	3.703703704	0.59	2900-100644 TO3 DR 09Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-(3-Phenylpropyl)pyridine	2110-18-1	100	mM	09Apr2014.Plate.17	4	4	t	1	11.11111111	0.54	2900-100644 TO3 DR 09Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-(3-Phenylpropyl)pyridine	2110-18-1	100	mM	09Apr2014.Plate.17	4	5	t	1	11.11111111	0.48	2900-100644 TO3 DR 09Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-(3-Phenylpropyl)pyridine	2110-18-1	100	mM	09Apr2014.Plate.17	3	4	t	1	33.33333333	0.81	2900-100644 TO3 DR 09Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-(3-Phenylpropyl)pyridine	2110-18-1	100	mM	09Apr2014.Plate.17	3	5	t	1	33.33333333	0.78	2900-100644 TO3 DR 09Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-(3-Phenylpropyl)pyridine	2110-18-1	100	mM	09Apr2014.Plate.17	2	4	t	1	100	1.34	2900-100644 TO3 DR 09Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-(3-Phenylpropyl)pyridine	2110-18-1	100	mM	09Apr2014.Plate.17	2	5	t	1	100	1.25	2900-100644 TO3 DR 09Apr2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Aminoanthraquinone	117-79-3	20	mM	26Mar2014.Plate.17	7	10	t	1	0.082304527	0.11	2900-100644 TO3 DR 26Mar2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Aminoanthraquinone	117-79-3	20	mM	26Mar2014.Plate.17	7	11	t	1	0.082304527	0.1	2900-100644 TO3 DR 26Mar2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Aminoanthraquinone	117-79-3	20	mM	26Mar2014.Plate.17	6	11	t	1	0.24691358	0.11	2900-100644 TO3 DR 26Mar2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Aminoanthraquinone	117-79-3	20	mM	26Mar2014.Plate.17	6	10	t	1	0.24691358	0.13	2900-100644 TO3 DR 26Mar2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Aminoanthraquinone	117-79-3	20	mM	26Mar2014.Plate.17	5	10	t	1	0.740740741	0.16	2900-100644 TO3 DR 26Mar2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Aminoanthraquinone	117-79-3	20	mM	26Mar2014.Plate.17	5	11	t	1	0.740740741	0.11	2900-100644 TO3 DR 26Mar2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Aminoanthraquinone	117-79-3	20	mM	26Mar2014.Plate.17	4	11	t	1	2.222222222	0.12	2900-100644 TO3 DR 26Mar2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Aminoanthraquinone	117-79-3	20	mM	26Mar2014.Plate.17	4	10	t	1	2.222222222	0.14	2900-100644 TO3 DR 26Mar2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Aminoanthraquinone	117-79-3	20	mM	26Mar2014.Plate.17	3	10	t	1	6.666666667	0.18	2900-100644 TO3 DR 26Mar2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Aminoanthraquinone	117-79-3	20	mM	26Mar2014.Plate.17	3	11	t	1	6.666666667	0.15	2900-100644 TO3 DR 26Mar2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Aminoanthraquinone	117-79-3	20	mM	26Mar2014.Plate.17	2	11	t	1	20	0.19	2900-100644 TO3 DR 26Mar2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Aminoanthraquinone	117-79-3	20	mM	26Mar2014.Plate.17	2	10	t	1	20	0.22	2900-100644 TO3 DR 26Mar2014 Plate 17_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Ethoxy-5-(1-propenyl)phenol	94-86-0	100	mM	03Sep2014.Plate.14	7	10	t	1	0.411522634	1.19	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 14_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Ethoxy-5-(1-propenyl)phenol	94-86-0	100	mM	10Jun2015.Plate.34	7	7	t	1	0.411522634	0.11	2900-TO3 165 DR 10Jun2015 Plate 34A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Ethoxy-5-(1-propenyl)phenol	94-86-0	100	mM	10Jun2015.Plate.34	7	6	t	1	0.411522634	0.11	2900-TO3 165 DR 10Jun2015 Plate 34A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Ethoxy-5-(1-propenyl)phenol	94-86-0	100	mM	03Sep2014.Plate.14	7	11	t	1	0.411522634	1.17	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 14_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Ethoxy-5-(1-propenyl)phenol	94-86-0	100	mM	03Sep2014.Plate.14	6	11	t	1	1.234567901	1.05	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 14_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Ethoxy-5-(1-propenyl)phenol	94-86-0	100	mM	10Jun2015.Plate.34	6	7	t	1	1.234567901	0.09	2900-TO3 165 DR 10Jun2015 Plate 34A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Ethoxy-5-(1-propenyl)phenol	94-86-0	100	mM	10Jun2015.Plate.34	6	6	t	1	1.234567901	0.09	2900-TO3 165 DR 10Jun2015 Plate 34A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Ethoxy-5-(1-propenyl)phenol	94-86-0	100	mM	03Sep2014.Plate.14	6	10	t	1	1.234567901	1.11	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 14_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Ethoxy-5-(1-propenyl)phenol	94-86-0	100	mM	10Jun2015.Plate.34	5	7	t	1	3.703666667	0.11	2900-TO3 165 DR 10Jun2015 Plate 34A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Ethoxy-5-(1-propenyl)phenol	94-86-0	100	mM	10Jun2015.Plate.34	5	6	t	1	3.703666667	0.1	2900-TO3 165 DR 10Jun2015 Plate 34A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	2-Ethoxy-5-(1-propenyl)phenol	94-86-0	100	mM	03Sep2014.Plate.14	5	11	t	1	3.703666667	1.21	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 14_Cyprotex.csv
